age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group
60,MALE,1,0,63,14,2,1,0,3.8,Not Subscribed,1,1,25,1,5,3
21,MALE,16,1,36,48,0,14,2,4.9,Not Subscribed,1,1,2,1,6,1
32,MALE,17,2,75,14,1,8,3,3.2,Not Subscribed,4,1,48,5,3,2
27,MALE,15,0,67,25,0,15,2,3.750064716541548,Not Subscribed,0,1,41,0,2,1
40,MALE,13,1,64,23,1,4,1,2.8,Not Subscribed,5,1,42,2,4,2
64,MALE,2,1,61,21,1,7,0,4.0,Not Subscribed,0,1,44,4,1,3
18,MALE,6,0,40,45,0,21,3,2.6,Not Subscribed,5,1,6,1,5,1
22,MALE,7,0,97,31,1,18,0,2.7,Not Subscribed,2,1,5,0,5,1
42,MALE,20,2,31,18,0,3,1,4.1,Not Subscribed,0,1,8,2,0,2
57,MALE,14,2,65,29,0,16,1,5.0,Not Subscribed,2,1,24,4,0,0
33,MALE,22,0,54,19,0,13,1,3.0,Not Subscribed,3,1,42,5,4,2
37,MALE,10,3,49,16,3,10,0,3.6,Not Subscribed,2,1,24,5,6,2
21,MALE,24,1,64,22,0,17,0,2.8,Not Subscribed,0,1,38,5,1,1
51,MALE,20,2,35,20,2,0,3,4.6,Not Subscribed,4,1,41,1,3,0
30,MALE,17,2,86,12,0,8,3,2.9,Not Subscribed,4,1,48,5,5,1
68,MALE,10,3,55,21,0,3,3,4.8,Not Subscribed,1,1,16,0,5,3
36,MALE,15,0,58,48,1,0,1,3.3,Not Subscribed,1,1,4,5,4,2
46,MALE,20,2,96,1,1,0,0,4.6,Not Subscribed,4,1,8,0,6,0
41,MALE,12,0,64,23,1,9,0,2.6,Not Subscribed,5,1,1,0,1,2
68,MALE,10,3,56,36,1,19,0,4.0,Not Subscribed,3,1,4,3,5,3
21,MALE,2,1,85,19,1,6,3,3.8,Not Subscribed,4,1,20,2,4,1
62,MALE,5,1,23,3,1,10,1,3.9,Not Subscribed,1,1,40,1,5,3
59,MALE,15,0,72,12,0,14,0,2.6,Not Subscribed,5,1,8,3,3,3
25,MALE,8,0,38,3,1,12,2,4.3,Not Subscribed,4,1,42,3,6,1
53,MALE,2,1,29,23,2,23,3,3.6,Not Subscribed,1,1,38,2,0,0
31,MALE,6,0,46,3,1,24,1,4.2,Not Subscribed,1,1,34,5,2,1
46,MALE,6,0,58,11,0,24,1,3.9,Not Subscribed,1,1,14,4,3,0
26,MALE,4,3,43,14,0,11,0,4.7,Not Subscribed,3,1,39,1,6,1
47,MALE,15,0,32,47,0,21,1,2.8,Not Subscribed,3,1,40,4,1,0
37,MALE,13,1,30,48,3,10,3,3.0,Not Subscribed,3,1,49,3,4,2
55,MALE,22,0,67,20,2,11,2,4.7,Not Subscribed,5,1,33,4,0,0
30,MALE,5,1,45,42,1,5,2,2.5,Not Subscribed,2,1,25,2,6,1
19,MALE,8,0,81,26,1,13,3,3.1,Not Subscribed,5,1,48,5,0,1
36,MALE,0,0,23,27,1,18,0,3.6,Not Subscribed,3,1,22,2,2,2
23,MALE,14,2,59,13,1,2,0,3.5,Not Subscribed,0,1,1,4,6,1
62,MALE,22,0,21,33,0,23,2,3.1,Not Subscribed,1,1,47,4,4,3
26,MALE,0,0,20,9,1,15,1,3.6,Not Subscribed,5,1,20,2,1,1
36,MALE,12,0,28,30,1,4,3,3.5,Not Subscribed,3,1,10,3,6,2
33,MALE,21,1,100,28,1,15,3,2.7,Not Subscribed,5,1,39,2,4,2
32,MALE,16,1,46,46,0,21,1,3.6,Not Subscribed,1,1,15,3,4,2
56,MALE,7,0,61,27,3,4,1,4.5,Not Subscribed,1,1,11,2,0,0
58,MALE,2,1,58,18,1,24,3,4.1,Not Subscribed,2,1,38,5,6,3
34,MALE,0,0,50,11,1,2,1,4.2,Not Subscribed,4,1,41,1,3,2
61,MALE,8,0,93,41,1,17,2,4.0,Not Subscribed,5,1,18,3,0,3
48,MALE,19,1,24,17,0,8,2,2.8,Not Subscribed,5,1,13,5,5,0
25,MALE,18,1,100,21,1,4,2,2.6,Not Subscribed,0,1,43,5,0,1
51,MALE,2,1,79,28,2,9,0,2.7,Not Subscribed,5,1,12,0,5,0
29,MALE,21,1,51,22,1,1,2,4.5,Not Subscribed,5,1,3,2,1,1
54,MALE,1,0,90,12,1,2,3,3.7,Not Subscribed,2,1,12,2,2,0
48,MALE,3,2,56,11,0,19,2,3.4,Not Subscribed,2,1,46,1,5,0
62,MALE,18,1,25,25,2,3,1,4.6,Not Subscribed,4,1,21,3,3,3
18,MALE,16,1,75,0,1,22,2,4.1,Not Subscribed,0,1,23,5,2,1
43,MALE,7,0,75,25,1,14,2,2.6,Not Subscribed,2,1,4,3,5,2
22,MALE,11,1,53,4,3,7,2,4.6,Not Subscribed,5,1,45,4,2,1
68,MALE,5,1,100,37,2,6,1,3.0,Not Subscribed,4,1,24,0,3,3
44,MALE,5,1,27,42,0,4,0,3.4,Not Subscribed,2,1,3,4,1,2
51,MALE,14,2,60,21,2,1,0,3.5,Not Subscribed,2,1,12,5,2,0
66,MALE,10,3,23,6,2,9,0,3.5,Not Subscribed,4,1,34,0,2,3
59,MALE,4,3,40,49,2,23,3,3.7,Not Subscribed,3,1,39,2,0,3
60,MALE,13,1,38,21,1,24,2,4.8,Not Subscribed,2,1,35,4,2,3
31,MALE,0,0,90,40,2,14,2,4.9,Not Subscribed,5,1,8,2,0,1
20,MALE,2,1,97,33,2,8,2,4.9,Not Subscribed,1,1,42,4,5,1
24,MALE,19,1,38,19,0,6,0,4.7,Not Subscribed,4,1,6,2,2,1
48,MALE,14,2,30,21,2,14,2,4.9,Not Subscribed,2,1,3,2,3,0
39,MALE,13,1,88,40,1,5,0,2.9,Not Subscribed,1,1,29,5,5,2
34,MALE,8,0,33,8,0,1,3,4.4,Not Subscribed,1,1,32,3,5,2
70,MALE,9,1,60,22,0,24,3,3.2,Not Subscribed,3,1,45,3,6,3
59,MALE,23,1,64,31,0,12,2,4.6,Not Subscribed,2,1,21,3,1,3
45,MALE,15,0,95,36,3,1,0,4.0,Not Subscribed,4,1,41,1,6,0
35,MALE,20,2,83,22,1,7,3,3.7,Not Subscribed,2,1,23,4,3,2
69,MALE,3,2,97,25,3,14,3,4.2,Not Subscribed,2,1,14,1,0,3
58,MALE,4,3,38,46,1,5,1,2.9,Not Subscribed,4,1,24,3,4,3
25,MALE,3,2,48,30,1,11,2,4.8,Not Subscribed,3,1,25,1,3,1
27,MALE,14,2,76,2,1,16,1,4.4,Not Subscribed,4,1,13,5,4,1
34,MALE,13,1,25,26,2,21,2,3.4,Not Subscribed,2,1,3,5,2,2
53,MALE,9,1,92,11,2,22,1,2.8,Not Subscribed,0,1,42,2,0,0
58,MALE,14,2,47,11,0,20,0,4.2,Not Subscribed,3,1,2,1,4,3
32,MALE,23,1,36,44,0,16,0,3.8,Not Subscribed,1,1,26,1,5,2
64,MALE,1,0,51,3,1,6,0,3.1,Not Subscribed,0,1,24,2,0,3
63,MALE,11,1,35,49,3,18,2,3.2,Not Subscribed,1,1,6,2,5,3
23,MALE,9,1,57,30,2,0,2,3.0,Not Subscribed,3,1,25,4,4,1
64,MALE,3,2,95,47,1,1,2,3.6,Not Subscribed,2,1,11,2,2,3
18,MALE,21,1,41,31,0,10,3,2.5,Not Subscribed,5,1,20,1,2,1
25,MALE,5,1,44,12,2,20,3,3.4,Not Subscribed,2,1,25,1,5,1
54,MALE,10,3,34,43,1,12,0,2.5,Not Subscribed,3,1,35,4,5,0
60,MALE,10,3,25,5,0,2,1,4.7,Not Subscribed,0,1,11,0,5,3
36,MALE,3,2,93,45,2,20,3,3.2,Not Subscribed,0,1,41,0,3,2
66,MALE,20,2,50,9,0,12,3,2.9,Not Subscribed,2,1,17,2,0,3
60,MALE,13,1,79,0,0,19,0,4.9,Not Subscribed,1,1,1,4,2,3
59,MALE,4,3,100,25,2,13,1,2.7,Not Subscribed,5,1,30,4,2,3
58,MALE,16,1,57,37,2,7,1,4.7,Not Subscribed,1,1,47,5,3,3
35,MALE,23,1,28,24,1,15,1,2.9,Not Subscribed,0,1,34,5,6,2
20,MALE,17,2,35,18,0,24,3,4.8,Not Subscribed,1,1,18,5,3,1
70,MALE,3,2,85,37,0,22,0,4.6,Not Subscribed,4,1,33,5,1,3
54,MALE,22,0,95,36,2,18,2,5.0,Not Subscribed,0,1,42,5,5,0
38,MALE,20,2,90,43,2,4,2,4.8,Not Subscribed,0,1,2,5,5,2
54,MALE,12,0,49,35,1,0,2,4.9,Not Subscribed,5,1,1,0,4,0
33,MALE,1,0,92,25,1,15,3,4.6,Not Subscribed,0,1,23,0,5,2
46,MALE,6,0,72,26,3,22,3,3.9,Not Subscribed,5,1,42,1,1,0
58,MALE,18,1,71,0,1,8,2,4.5,Not Subscribed,5,1,3,4,0,3
30,MALE,12,0,27,34,3,13,3,4.7,Not Subscribed,5,1,16,3,3,1
42,MALE,6,0,39,3,2,19,0,3.9,Not Subscribed,1,1,46,1,3,2
28,MALE,12,0,98,23,1,17,3,4.4,Not Subscribed,4,1,31,4,2,1
43,MALE,14,2,27,4,1,19,1,3.9,Not Subscribed,3,1,15,1,2,2
31,MALE,12,0,71,1,2,7,1,2.8,Not Subscribed,0,1,48,5,2,1
39,MALE,8,0,24,13,0,21,1,3.5,Not Subscribed,5,1,11,1,6,2
69,MALE,18,1,63,48,1,22,0,4.3,Not Subscribed,1,1,20,2,2,3
31,MALE,23,1,72,29,2,16,0,3.9,Not Subscribed,3,1,6,2,4,1
44,MALE,2,1,61,38,1,20,1,4.0,Not Subscribed,1,1,24,1,4,2
39,MALE,8,0,56,49,1,11,0,4.1,Not Subscribed,3,1,18,2,4,2
24,MALE,1,0,32,36,3,19,2,4.3,Not Subscribed,4,1,1,4,2,1
28,MALE,6,0,23,46,1,2,2,4.2,Not Subscribed,2,1,13,5,1,1
48,MALE,4,3,100,46,0,1,1,4.0,Not Subscribed,4,1,2,0,6,0
39,MALE,12,0,74,28,1,6,0,3.6,Not Subscribed,1,1,26,1,5,2
64,MALE,19,1,33,19,2,7,1,3.3,Not Subscribed,4,1,31,4,5,3
28,MALE,6,0,67,48,2,11,1,4.1,Not Subscribed,0,1,43,0,6,1
39,MALE,12,0,61,20,2,24,2,4.7,Not Subscribed,3,1,12,3,1,2
49,MALE,18,1,46,26,1,20,2,4.4,Not Subscribed,5,1,22,5,2,0
22,MALE,6,0,56,26,0,18,1,3.4,Not Subscribed,4,1,3,1,3,1
25,MALE,20,2,73,11,2,24,1,5.0,Not Subscribed,2,1,23,5,2,1
40,MALE,19,1,44,2,0,1,2,4.6,Not Subscribed,5,1,26,4,0,2
23,MALE,8,0,44,10,0,16,3,4.0,Not Subscribed,4,1,37,2,6,1
24,MALE,12,0,26,24,3,11,2,4.1,Not Subscribed,3,1,42,5,5,1
66,MALE,20,2,52,17,0,13,1,4.9,Not Subscribed,1,1,15,5,1,3
27,MALE,16,1,54,3,2,1,2,2.7,Not Subscribed,2,1,10,0,5,1
62,MALE,10,3,38,32,1,12,2,4.5,Not Subscribed,2,1,3,5,5,3
70,MALE,1,0,44,33,2,6,0,2.7,Not Subscribed,4,1,44,2,5,3
43,MALE,24,1,76,25,1,7,1,3.0,Not Subscribed,3,1,23,0,3,2
45,MALE,12,0,23,38,1,3,3,4.5,Not Subscribed,3,1,6,4,6,0
63,MALE,24,1,98,11,1,17,3,5.0,Not Subscribed,4,1,9,5,1,3
69,MALE,10,3,33,21,2,11,1,3.8,Not Subscribed,0,1,16,3,2,3
59,MALE,23,1,32,12,1,20,2,3.1,Not Subscribed,4,1,46,5,3,3
19,MALE,3,2,85,9,2,13,0,3.4,Not Subscribed,2,1,24,2,2,1
63,MALE,11,1,69,0,0,12,2,4.8,Not Subscribed,3,1,22,3,4,3
37,MALE,11,1,55,1,3,19,1,2.7,Not Subscribed,4,1,13,3,2,2
37,MALE,13,1,66,20,1,1,2,3.2,Not Subscribed,5,1,20,1,3,2
50,MALE,10,3,30,21,1,12,0,3.9,Not Subscribed,0,1,46,1,5,0
60,MALE,10,3,80,1,1,20,3,4.2,Not Subscribed,3,1,10,0,4,3
46,MALE,1,0,20,33,1,20,2,3.0,Not Subscribed,1,1,39,1,4,0
35,MALE,16,1,30,39,0,0,0,3.0,Not Subscribed,0,1,44,4,5,2
66,MALE,5,1,86,37,2,12,3,3.7,Not Subscribed,0,1,7,5,0,3
35,MALE,2,1,84,5,0,0,1,4.4,Not Subscribed,5,1,3,1,2,2
20,MALE,5,1,54,28,3,23,2,4.6,Not Subscribed,2,1,44,3,0,1
55,MALE,2,1,30,19,3,7,0,3.0,Not Subscribed,2,1,31,5,0,0
34,MALE,5,1,91,9,1,22,3,3.6,Not Subscribed,1,1,48,2,6,2
60,MALE,20,2,23,48,0,19,3,3.9,Not Subscribed,4,1,18,4,1,3
22,MALE,21,1,35,42,1,18,1,4.1,Not Subscribed,2,1,27,1,4,1
26,MALE,17,2,90,43,0,3,3,3.9,Not Subscribed,0,1,1,5,6,1
39,MALE,11,1,93,13,2,21,0,3.9,Not Subscribed,0,1,34,1,6,2
20,MALE,11,1,68,27,0,9,3,4.5,Not Subscribed,1,1,5,0,1,1
57,MALE,6,0,41,28,1,22,1,3.4,Not Subscribed,4,1,12,1,5,0
68,MALE,1,0,73,31,1,24,3,4.1,Not Subscribed,3,1,14,5,3,3
50,MALE,22,0,73,42,0,5,0,4.9,Not Subscribed,3,1,40,4,6,0
21,MALE,8,0,66,14,1,3,2,4.4,Not Subscribed,0,1,39,1,5,1
29,MALE,0,0,59,46,1,23,2,2.7,Not Subscribed,0,1,50,0,6,1
38,MALE,18,1,72,41,0,24,1,4.8,Not Subscribed,2,1,5,3,4,2
54,MALE,21,1,88,9,1,23,2,3.3,Not Subscribed,0,1,35,3,0,0
22,MALE,21,1,76,20,0,16,2,4.4,Not Subscribed,2,1,6,1,1,1
29,MALE,1,0,31,36,1,9,3,4.6,Not Subscribed,0,1,22,1,3,1
41,MALE,10,3,22,35,0,23,2,3.1,Not Subscribed,3,1,27,4,4,2
26,MALE,8,0,75,48,0,18,0,4.5,Not Subscribed,0,1,33,3,3,1
69,MALE,24,1,75,36,2,18,1,4.0,Not Subscribed,5,1,47,5,1,3
20,MALE,0,0,63,9,1,10,3,3.1,Not Subscribed,2,1,48,2,1,1
59,MALE,4,3,21,30,1,20,1,3.9,Not Subscribed,3,1,22,0,5,3
63,MALE,0,0,83,23,2,22,1,4.5,Not Subscribed,3,1,8,4,1,3
68,MALE,10,3,46,48,2,19,3,4.4,Not Subscribed,3,1,5,4,2,3
50,MALE,17,2,59,28,1,6,2,3.6,Not Subscribed,0,1,16,0,5,0
55,MALE,2,1,66,49,1,8,2,3.4,Not Subscribed,2,1,26,5,3,0
36,MALE,14,2,74,47,2,21,0,4.0,Not Subscribed,0,1,8,5,4,2
18,MALE,22,0,82,21,1,9,2,2.6,Not Subscribed,5,1,17,1,5,1
68,MALE,17,2,89,1,0,1,1,3.2,Not Subscribed,3,1,50,5,0,3
56,MALE,5,1,65,12,0,4,0,3.2,Not Subscribed,4,1,22,5,1,0
32,MALE,1,0,55,10,1,21,1,5.0,Not Subscribed,0,1,19,1,2,2
28,MALE,18,1,95,5,1,18,3,2.9,Not Subscribed,3,1,14,0,4,1
24,MALE,7,0,77,12,2,9,3,2.9,Not Subscribed,5,1,35,1,1,1
59,MALE,2,1,44,10,1,12,3,3.5,Not Subscribed,3,1,43,4,6,3
56,MALE,11,1,89,48,1,9,0,4.0,Not Subscribed,4,1,24,5,0,0
30,MALE,12,0,24,3,1,12,1,3.9,Not Subscribed,4,1,17,3,1,1
48,MALE,1,0,43,7,1,1,3,4.9,Not Subscribed,5,1,49,0,0,0
60,MALE,20,2,51,36,3,17,2,3.8,Not Subscribed,1,1,17,0,0,3
46,MALE,8,0,46,39,0,20,2,3.5,Not Subscribed,4,1,40,1,5,0
69,MALE,5,1,32,19,1,19,2,3.7,Not Subscribed,5,1,43,0,6,3
19,MALE,20,2,55,15,1,1,1,2.9,Not Subscribed,0,1,19,3,2,1
66,MALE,22,0,26,3,2,1,2,2.8,Not Subscribed,2,1,40,0,5,3
64,MALE,7,0,29,22,1,13,2,3.7,Not Subscribed,0,1,13,2,4,3
54,MALE,2,1,49,30,0,17,1,3.0,Not Subscribed,1,1,20,2,4,0
27,MALE,2,1,45,7,1,9,1,4.8,Not Subscribed,2,1,21,3,5,1
64,MALE,18,1,48,43,2,10,3,2.7,Not Subscribed,4,1,18,1,1,3
43,MALE,18,1,47,34,2,5,3,4.5,Not Subscribed,2,1,44,1,5,2
43,MALE,9,1,57,0,1,6,0,2.7,Not Subscribed,4,1,26,2,5,2
27,MALE,0,0,34,40,0,11,0,3.5,Not Subscribed,3,1,34,4,5,1
35,MALE,22,0,75,30,3,20,0,3.5,Not Subscribed,1,1,24,2,2,2
43,MALE,15,0,94,36,0,0,0,4.5,Not Subscribed,5,1,23,4,3,2
57,MALE,8,0,84,36,1,20,3,3.8,Not Subscribed,2,1,3,3,6,0
50,MALE,15,0,38,23,1,9,2,3.8,Not Subscribed,4,1,2,0,5,0
37,MALE,15,0,75,0,1,17,3,3.2,Not Subscribed,3,1,23,5,1,2
68,MALE,13,1,44,15,1,20,0,4.3,Not Subscribed,3,1,8,1,6,3
22,MALE,0,0,33,4,3,21,2,4.5,Not Subscribed,3,1,30,3,2,1
58,MALE,22,0,93,11,0,15,0,4.2,Not Subscribed,2,1,48,4,0,3
48,MALE,20,2,99,49,2,8,3,3.0,Not Subscribed,2,1,21,1,1,0
30,MALE,0,0,33,22,1,21,1,4.1,Not Subscribed,4,1,9,1,4,1
51,MALE,20,2,76,46,0,24,1,4.6,Not Subscribed,5,1,8,3,4,0
20,MALE,19,1,63,10,1,14,2,2.9,Not Subscribed,4,1,29,3,6,1
30,MALE,13,1,41,24,0,3,3,4.8,Not Subscribed,3,1,3,0,2,1
28,MALE,12,0,88,5,0,19,3,4.5,Not Subscribed,3,1,11,0,3,1
37,MALE,19,1,92,46,0,23,2,3.4,Not Subscribed,0,1,16,3,4,2
36,MALE,24,1,31,33,0,9,2,4.3,Not Subscribed,0,1,25,3,6,2
18,MALE,19,1,25,22,2,11,1,4.2,Not Subscribed,2,1,32,4,1,1
52,MALE,16,1,28,4,1,21,1,3.6,Not Subscribed,3,1,28,1,3,0
56,MALE,5,1,75,21,1,23,1,3.7,Not Subscribed,0,1,36,4,4,0
68,MALE,3,2,34,7,2,13,1,4.0,Not Subscribed,4,1,7,5,3,3
62,MALE,13,1,97,4,2,12,3,4.9,Not Subscribed,0,1,2,4,5,3
35,MALE,10,3,80,35,1,22,2,3.1,Not Subscribed,2,1,6,0,4,2
65,MALE,20,2,71,33,0,5,2,3.7,Not Subscribed,4,1,30,1,0,3
69,MALE,12,0,77,34,0,20,0,4.2,Not Subscribed,2,1,46,1,5,3
28,MALE,1,0,41,10,0,18,1,2.5,Not Subscribed,3,1,39,1,4,1
37,MALE,15,0,92,19,3,24,2,4.3,Not Subscribed,3,1,8,5,0,2
41,MALE,2,1,95,10,2,19,1,3.1,Not Subscribed,5,1,46,2,5,2
37,MALE,23,1,25,0,1,4,0,3.0,Not Subscribed,3,1,40,3,3,2
25,MALE,3,2,77,35,1,17,0,4.0,Not Subscribed,1,1,21,0,6,1
41,MALE,21,1,99,0,1,0,2,3.5,Not Subscribed,2,1,33,2,3,2
48,MALE,1,0,24,44,0,5,3,3.2,Not Subscribed,3,1,3,5,4,0
42,MALE,20,2,72,34,1,19,2,2.7,Not Subscribed,5,1,48,1,6,2
54,MALE,11,1,80,48,2,16,3,3.0,Not Subscribed,2,1,8,4,0,0
18,MALE,19,1,100,40,0,6,3,2.9,Not Subscribed,3,1,24,4,0,1
56,MALE,17,2,83,14,1,5,2,3.3,Not Subscribed,2,1,10,0,2,0
61,MALE,5,1,95,19,1,1,1,4.9,Not Subscribed,0,1,25,0,4,3
40,MALE,7,0,41,5,3,4,2,3.7,Not Subscribed,5,1,3,1,3,2
34,MALE,0,0,35,48,2,11,1,3.5,Not Subscribed,4,1,45,3,3,2
42,MALE,12,0,30,23,2,16,0,4.7,Not Subscribed,5,1,15,3,4,2
43,MALE,8,0,21,23,3,12,3,2.6,Not Subscribed,5,1,34,0,5,2
47,MALE,12,0,85,4,1,20,0,4.1,Not Subscribed,1,1,21,5,1,0
48,MALE,16,1,54,7,1,14,3,2.8,Not Subscribed,0,1,22,3,1,0
20,MALE,3,2,26,25,2,24,1,4.7,Not Subscribed,3,1,24,4,6,1
65,MALE,16,1,59,13,3,18,1,2.9,Not Subscribed,5,1,33,2,4,3
54,MALE,22,0,48,47,2,4,3,2.8,Not Subscribed,2,1,13,5,3,0
23,MALE,18,1,98,14,0,1,2,4.3,Not Subscribed,3,1,17,3,1,1
18,MALE,23,1,92,18,1,23,2,4.8,Not Subscribed,0,1,25,2,2,1
70,MALE,1,0,46,6,1,10,3,3.4,Not Subscribed,3,1,15,2,1,3
55,MALE,24,1,21,15,2,23,1,4.3,Not Subscribed,4,1,4,4,3,0
49,MALE,18,1,72,44,2,7,0,2.7,Not Subscribed,2,1,43,3,5,0
26,MALE,14,2,58,26,3,5,0,4.6,Not Subscribed,3,1,12,0,1,1
33,MALE,16,1,93,27,2,3,0,4.1,Not Subscribed,4,1,3,5,4,2
20,MALE,21,1,31,41,0,17,1,3.4,Not Subscribed,0,1,1,4,0,1
41,MALE,13,1,26,3,0,24,3,4.5,Not Subscribed,3,1,6,3,4,2
18,MALE,19,1,68,48,1,9,2,4.4,Not Subscribed,4,1,26,5,4,1
26,MALE,12,0,31,12,2,1,2,4.0,Not Subscribed,3,1,6,2,3,1
30,MALE,24,1,41,15,2,7,2,3.4,Not Subscribed,2,1,22,1,1,1
64,MALE,12,0,62,31,1,9,0,3.2,Not Subscribed,4,1,45,1,1,3
26,MALE,8,0,41,5,1,8,1,3.4,Not Subscribed,4,1,50,1,5,1
43,MALE,2,1,64,48,1,15,3,4.3,Not Subscribed,4,1,50,2,3,2
63,MALE,14,2,72,21,0,17,2,5.0,Not Subscribed,4,1,39,3,5,3
57,MALE,7,0,78,10,0,0,3,3.5,Not Subscribed,5,1,50,5,1,0
25,MALE,8,0,47,45,1,4,3,3.1,Not Subscribed,0,1,27,4,2,1
68,MALE,15,0,46,34,0,7,2,3.9,Not Subscribed,0,1,38,3,3,3
31,MALE,18,1,43,24,2,3,3,4.0,Not Subscribed,5,1,37,0,2,1
64,MALE,0,0,58,13,1,5,2,3.5,Not Subscribed,3,1,50,3,0,3
38,MALE,23,1,32,8,1,23,3,3.6,Not Subscribed,2,1,40,4,2,2
34,MALE,19,1,45,22,0,0,3,3.0,Not Subscribed,3,1,3,4,1,2
32,MALE,20,2,35,27,0,14,2,2.6,Not Subscribed,3,1,45,2,1,2
69,MALE,22,0,21,18,1,13,3,2.9,Not Subscribed,3,1,8,2,0,3
45,MALE,5,1,64,20,2,20,3,3.1,Not Subscribed,3,1,7,1,4,0
35,MALE,2,1,88,33,2,19,1,3.3,Not Subscribed,3,1,13,5,5,2
63,MALE,17,2,48,29,1,6,2,2.9,Not Subscribed,5,1,29,5,2,3
65,MALE,23,1,36,13,0,22,2,3.9,Not Subscribed,0,1,7,0,3,3
35,MALE,6,0,28,36,2,23,2,4.7,Not Subscribed,0,1,50,3,2,2
54,MALE,21,1,80,33,1,15,1,4.4,Not Subscribed,0,1,33,3,1,0
28,MALE,4,3,23,39,2,14,2,3.6,Not Subscribed,5,1,30,1,2,1
68,MALE,22,0,24,32,0,22,2,3.2,Not Subscribed,4,1,40,1,0,3
58,MALE,3,2,22,33,0,8,0,4.0,Not Subscribed,2,1,49,1,3,3
35,MALE,5,1,21,20,1,15,1,3.5,Not Subscribed,3,1,32,5,3,2
68,MALE,10,3,51,41,1,1,1,4.6,Not Subscribed,2,1,18,5,6,3
41,MALE,6,0,65,24,0,2,2,3.3,Not Subscribed,2,1,50,4,0,2
65,MALE,15,0,51,41,2,11,1,4.0,Not Subscribed,0,1,13,4,6,3
50,MALE,9,1,32,5,0,22,2,3.4,Not Subscribed,2,1,1,0,2,0
18,MALE,4,3,70,23,1,0,1,4.2,Not Subscribed,5,1,16,4,3,1
38,MALE,15,0,77,34,0,16,2,3.9,Not Subscribed,0,1,6,4,4,2
68,MALE,4,3,90,32,2,0,2,3.9,Not Subscribed,3,1,21,3,4,3
53,MALE,15,0,36,34,0,8,2,2.8,Not Subscribed,4,1,36,5,2,0
58,MALE,7,0,77,26,2,19,2,3.7,Not Subscribed,4,1,20,0,2,3
34,MALE,3,2,78,10,1,17,2,4.9,Not Subscribed,5,1,8,3,5,2
36,MALE,13,1,69,35,1,7,2,2.6,Not Subscribed,1,1,22,2,4,2
58,MALE,24,1,63,48,1,23,2,4.9,Not Subscribed,2,1,3,2,5,3
60,MALE,15,0,36,3,1,19,3,3.4,Not Subscribed,3,1,46,2,3,3
59,MALE,4,3,80,42,1,2,3,3.9,Not Subscribed,4,1,42,3,4,3
65,MALE,23,1,35,30,1,14,2,4.0,Not Subscribed,3,1,1,0,3,3
31,MALE,1,0,93,5,0,19,3,3.0,Not Subscribed,0,1,29,3,1,1
43,MALE,1,0,25,13,0,7,1,2.6,Not Subscribed,5,1,14,2,5,2
37,MALE,23,1,81,2,0,6,1,3.2,Not Subscribed,3,1,4,4,4,2
21,MALE,2,1,42,13,0,3,1,2.6,Not Subscribed,0,1,41,4,2,1
69,MALE,19,1,36,13,0,21,1,3.2,Not Subscribed,5,1,4,3,1,3
32,MALE,12,0,66,1,2,16,1,4.1,Not Subscribed,5,1,47,1,6,2
53,MALE,6,0,37,43,1,1,0,3.9,Not Subscribed,3,1,44,5,0,0
59,MALE,24,1,45,17,0,24,3,4.1,Not Subscribed,4,1,37,5,4,3
64,MALE,6,0,86,14,2,0,2,2.7,Not Subscribed,0,1,21,3,5,3
63,MALE,22,0,24,30,1,13,3,4.6,Not Subscribed,2,1,46,3,3,3
43,MALE,16,1,22,18,3,6,2,3.5,Not Subscribed,4,1,1,1,1,2
19,MALE,7,0,53,22,1,17,1,5.0,Not Subscribed,3,1,35,4,6,1
40,MALE,10,3,41,30,0,16,0,3.4,Not Subscribed,3,1,49,5,4,2
51,MALE,19,1,64,3,1,2,2,3.1,Not Subscribed,5,1,47,4,0,0
51,MALE,7,0,40,35,0,3,3,3.4,Not Subscribed,0,1,24,0,2,0
66,MALE,2,1,33,43,0,4,2,4.0,Not Subscribed,4,1,28,3,3,3
42,MALE,24,1,59,48,0,12,3,2.7,Not Subscribed,5,1,22,0,5,2
22,MALE,13,1,73,43,0,5,0,3.6,Not Subscribed,2,1,20,1,6,1
31,MALE,9,1,22,43,1,13,3,4.0,Not Subscribed,2,1,25,0,6,1
18,MALE,3,2,73,39,0,6,0,3.8,Not Subscribed,2,1,15,5,5,1
21,MALE,2,1,62,10,1,22,0,3.4,Not Subscribed,3,1,49,5,1,1
35,MALE,4,3,56,1,1,15,3,3.2,Not Subscribed,2,1,10,3,3,2
35,MALE,13,1,90,5,1,0,1,4.7,Not Subscribed,3,1,21,2,0,2
27,MALE,22,0,44,47,1,5,3,3.1,Not Subscribed,3,1,34,0,6,1
65,MALE,11,1,35,36,0,19,2,3.3,Not Subscribed,3,0,41,3,6,3
41,MALE,13,1,71,34,2,11,2,4.8,Not Subscribed,0,0,30,5,3,2
60,MALE,5,1,52,20,2,1,0,4.5,Not Subscribed,3,0,24,3,1,3
61,MALE,17,2,37,17,1,13,2,3.4,Not Subscribed,5,0,6,2,0,3
24,MALE,20,2,95,45,0,8,3,3.7,Not Subscribed,0,0,14,2,1,1
65,MALE,21,1,97,31,1,24,0,4.9,Not Subscribed,0,0,37,2,1,3
